E_Equipment Serial Number;E_OEM Nameplate SN
812823;417425
802290;802290
808963;808963
245060;245060
800342;800342
809207;809207
800427;800427
900014;05340
809585;05886
821390;G08473
800116;800116
G06561;G06561
821431;G08524
801306;801306
808710;808710
822337;822337
812208;812208
214335;214335
G07913;G07913
808250;808250
G07840;G07840
807879;807879
226146;226146
281693;281693
G08103;G08103
822024;G08933
809077;102201
802470;802470
821188;821188
820745;G08044
147830;147830
226186;226186
809114;05858
822273;G09001
809538;05392
820673;G08179
179504;179504
820980;820980
850122;G07899
G06143;G06143
800425;800425
821668;691127
G07082;G07082
805775;805775
812454;812454
821253;821253
806308;806308
244450;05125
801501;801501
821549;G08945
810240;G06369
G06992;G06992
5496;05496
809700;G06174
214387;05053
245296;05252
812206;481011
295888;THM0014
G07000;G07000
226294;226294
804628;05762
808764;808764
244938;244938
245032;245032
850020;850020
822141;G08677
800140;800140
214437;214437
820482;G08000
930123;05156
820591;642147
147774;147774
147839;147839
822149;G08767
295200;GT359
244581;244581
808547;808547
821775;G08690
G07652;G07652
808319;808319
244615;244615
804920;804920UK
G07837;G07837
805003;805003UK
11077;05336
179341;179341
822212;822212
810224;G06263
809711;G06025
244805;244805
822608;G09015
G06715;G06715
295199;GT358
812306;481793
801535;801535
226183;226183
244807;244807
G06541;G06541
801824;801824
179525;179525
244475;244475
800848;800848
808953;G06166
245062;245062
808921;G06276
808920;G06275
934686;561240
95060;95060
809633;G06495
803458;803458
812428;812428
G08015;G08015
244883;244883
800414;800414
297099;297099
805403;805403
802824;802824
806186;806186
809052;809052
282044;282044
G07972;G07972
244627;244627
295339;295339
808495;808495
800123;800123UK
244677;GT174
G07893;G07893
127627;127627
822327;642248
812888;G07566
812046;G06128
820756;G08059
809507;05383
812433;812433
G07644;G07644
245034;245034
803266;803266
809915;05642
804869;804869
G08062;G08062
226325;226325
805647;805647
226038;226038
800849;800849
809265;G06361
282452;05459
G06847;G06847
850077;G07730
821066;821066
G08530;G08530
214450;05043
10199;05269
295708;05666
822341;822341
G06570;G06570
245116;245116
147816;147816
821527;821527
821179;G08873
127709;127709
G07735;G07735
821464;821464
179334;179334
G06741;G06741
808684;808684
822154;7251606
809254;05849
930180;05633
245064;245064
808236;808236
G06855;G06855
820520;G08020
822451;G08950
281874;05333
G06672;G06672
244965;244965
95030;95030
282489;282489
820983;G08236
900081;05565
821378;G08443
808954;G06164
822440;G09085
244944;05200
G06437;G06437
800344;800344
801946;801946
808570;260181-1
G06675;G06675
295536;295536
809516;05417
10208;05289
821200;G08376
95047;95047
808542;808542
808388;808388
EGG0187;540510
810430;310750
226160;226160
G08547;G08547
809862;05699
930615;RU038
805055;805055
214042;214042
821553;G08514
282072;282072
930154;05341
809762;05275
809715;G06030
812212;691239
935605;G08625
226238;226238
822354;677137
821289;G08269
G06220;G06220
179176;179176
900025;05684
282354;05443
820872;G08111
809867;G06090
G07739;G07739
808396;808396
G08407;G08407
809130;G06245
G08331;G08331
808821;808821
282218;282218
G06918;G06918
245005;245005
800409;800409
807707;807707
800861;800861
245012;245012
812381;G06507
822211;G09002
930614;RU037
809270;809270
809918;05746
244532;244532
890091;G07071
805938;805938UK
820662;G08375
297149;297149
812380;812380
820869;G08110
298591;298591
244662;244662
808640;808640
809273;691013
244440;244440
282277;282277
822051;G08780
214215;214215
147871;147871
821247;691920
821818;G08497
808849;087392-1
244669;05050
245077;05225
820919;820919
244618;244618
G06852;G06852
244478;244478
10204;05285
G08531;G08531
244536;05139
G08451;G08451
807326;807326
809463;G06011
822453;G08963
812682;812682
821916;G08682
147838;147838
803702;803702
245098;245098
G07748;G07748
179141;179141
809579;05945
808541;808541
821386;G08474
809283;809283
244603;244603
809620;05112
822372;7258224
244665;244665
809363;481002
G07836;G07836
226082;05108
820099;7217025
808713;808713
282159;05469
214364;05046
226396;226396
G07750;G07750
821796;7246645
821191;G08256
810655;44428
282082;282082
812391;G06504
821983;G08706
244582;244582
812060;G06779
282080;282080
812566;642054
809099;05972
G06623;G06623
821154;677106
900010;05154
9199;T199
800407;800407
808948;G06260
810583;311177
935341;935341
820750;G08342
281960;281960
809048;809048
809827;05222
G06826;G06826
214107;214107
805605;805605
812563;642058
801537;801537
226286;GT105
214214;214214
226182;226182
934667;540150
G06403;G06403
822554;G09086
805591;805591
810536;311146
225997;225997
805925;805925UK
179367;179367
244584;244584
812127;630144
296785;296785
G06860;G06860
297028;G06135
226350;226350
147775;147775
245001;245001
812893;635103
G08144;G08144
821387;G08492
812800;481720
809530;05390
930141;05261
244606;244606
245045;245045
244829;244829
808568;260230-1
930228;05937
809590;05929
820441;G08006
802687;802687
G06967;G06967
G06578;G06578
808707;808707
821905;481955
G06848;G06848
245003;245003
806978;806978
930086;05151
822257;822257
850210;850210
147893;147893
CO-111781;111781
930130;05181
282316;282316
808496;260260-1
809504;05381
820016;7216538
821251;G08272
900084;05603
804233;804233
281879;GT299
G08326;G08326
282365;282365
299219;G08639
295329;295329
808955;G06165
812378;G06651
10201;05271
226300;226300
809261;G06212
G07623;G07623
821532;G08444
812304;812304
821311;821311
850236;G08673
179217;179217
930235;05953
821440;G08590
930397;05673
10198;05265
808389;808389
G07063;G07063
226150;961211
812640;641198
930096;05703
809499;05376
805484;805484
226308;226308
809553;05798
809734;05587
282367;282367
934639;282222
G08896;G08896
298423;298423
930116;05058
934660;540170
934661;540160
800120;800120UK
820196;G07574
G08361;G08361
808681;808681
930261;05464
244702;244702
147800;T008
821679;821679
282081;282081
850246;G08888
226301;226301
214471;214471
226209;GT121
821973;821973
821870;G08688
930095;05702
800994;800994
179309;179309
245078;05226
CO-114201;114201
801965;801965UK
802753;802753
821922;G08926
808315;808315
281707;281707
821963;G08759
G08936;G08936
809783;05685
805454;805454
G08347;G08347
G08703;G08703
821233;679136
802195;802195
810619;G06408
179273;179273
G08366;G08366
G06510;G06510
245028;245028
801500;801500
226166;226166
808704;808704
244455;05133
805358;805358
820142;G07762
G06981;G06981
930465;965241
810316;561520
G07660;G07660
800869;800869
820197;G07562
804874;804874
934624;560740
226164;05116
G08329;G08329
809458;G06032
822477;G09014
935596;G08616
299336;G08826
935602;G08622
809536;05393
G06557;G06557
820825;7229412
930146;05297
822148;G08782
935550;935550
G07530;G07530
G07835;G07835
821706;G08580
282076;05364
245197;GT249
800863;800863
850221;G08670
800726;800726
820175;G07606
809289;809289
803295;803295
G08839;G08839
179332;05021
244600;244600
805079;805079
809496;G06044
226148;226148
822756;691292
820532;7221510
809567;05915
820962;G08736
244586;05041
800429;800429
281692;281692
245016;245016
935560;935560
806309;806309
G06696;G06696
821459;G08785
G08328;G08328
808682;808682
G08667;G08667
809760;05277
821323;641141
226067;226067
801822;801822
809138;G06253
G08520;G08520
806327;806327
809414;05675
801546;801546
245235;05235
800870;800870
G06597;G06597
244694;244694
299337;G08827
812709;812709
820404;641153
803211;803211
801309;801309
821019;691241
297506;G06453
809544;05402
820913;G08114
244959;244959
281873;05332
245009;245009
804915;804915
244573;244573
930147;05299
214097;214097
930138;05258
809614;G06023
808970;808970
821538;G08577
809441;G06446
821623;G08591
G08610;G08610
820666;691221
821001;G08315
G08024;G08024
934668;540140
808949;G06167
G07086;G07086
822487;G09060
97653;97653
800420;800420
809795;05239
930400;930400
821279;641062
822220;G08698
820406;G07940
934583;G06907
809469;G06456
809096;05890
934628;560700
800405;800405
G07959;G07959
G08535;G08535
821049;642230
G08883;G08883
G06627;G06627
810233;G06285
821671;G08691
807333;807333
822449;G09007
179342;179342
821546;691265
820934;G08934
812841;812841
800340;800340
821702;821702
934630;560680
214015;214015
G06467;G06467
820547;G08029
809131;G06246
127797;127797
808988;808988
806931;806931
11087;05434
820483;820483
809347;636104
G06613;G06613
930161;05511
G07749;G07749
244370;244370
812844;812844
244449;05124
244980;244980
821238;G08261
809364;809364
821802;7248201
800875;800875
244824;244824
805924;805924UK
282084;282084
805478;805478
821463;G08513
244748;244748
820345;G07920
812268;812268
G06816;G06816
822597;677209
G06726;G06726
G08708;G08708
812448;812448
809461;G06009
809320;809320
822199;G08807
820671;820671
G06516;G06516
809749;G06200
282275;282275
820346;G07937
282152;282152
245018;245018
821065;G08533
930260;05432
95057;95057
809902;05386
808838;808838
808755;G06323
801823;801823
800591;800591
805161;805161
244447;05122
282486;282486
245307;245307
812879;G07504
820056;7216913
G06876;G06876
805304;805304
808983;808983
G06487;G06487
244486;244486
806184;806184
809101;671050
G08800;G08800
809710;G06029
802253;802253
214478;214478
G08741;G08741
214181;214181
822802;679123
820204;G07849
281660;GT290
809629;05363
G06065;G06065
809171;481512
G08132;G08132
G08449;G08449
820500;676141
245053;245053
800865;800865
801516;801516
810219;810219
296388;296388
820936;7231138
820354;G07856
900531;900531
820702;G08126
809302;751024
245277;05247
808699;G06100
G06486;G06486
812938;G08045
809344;809344
G06583;G06583
821763;G08446
147851;05009
226196;226196
808848;481494
244745;244745
801506;801506
809282;809282
821970;821970
822130;7251256
G06958;G06958
800347;800347
244963;244963
809758;05278
G06836;G06836
226023;226023
812615;671172
821488;7240113
808709;481529
95032;95032
245142;520020
147776;147776
G06519;G06519
147799;147799
801758;801758
809611;G06040
808942;G06216
900457;900457
245079;05227
809786;G06215
806566;806566
820933;G08200
822586;G09089
G08004;G08004
822126;7251444
806976;806976
809279;809279
214207;T32
850088;G07898
G06587;G06587
812639;G07578
244932;244932
244706;244706
179575;179575
147886;147886
244369;244369
821506;G08692
G08181;G08181
G06953;G06953
G08960;G08960
808702;808702
801844;801844
822029;G08789
801543;801543
900436;05610
822183;691284
807332;807332
G06831;G06831
800151;800151
810241;671150
822281;822281
800725;800725
820141;G07745
812971;672119
890095;G07514
820709;G08129
808926;260485C
930185;05678
226339;226339
810230;05861
807087;807087
295289;295289
801499;801499
245050;245050
821981;821981
805702;805702
805278;805278
808806;808806
820164;820164
822011;G08723
282003;05353
808934;808934
147729;147729
900434;05608
821885;G08753
245044;245044
179106;179106
820430;G07977
G08756;G08756
822493;G09167
812143;G06092
900322;900322
808810;808810
809634;G06494
822230;676174
809199;809199
820727;G08043
822330;676146
821344;679142
801760;801760
G08005;G08005
244714;560480
226336;226336
806946;806946
214231;05079
G07777;G07777
935594;G08614
804831;804831
822475;678171
805224;805224
809627;05361
930707;560501
805184;805184
245006;245006
801184;801184
G08515;G08515
809075;98401
244971;244971
822478;G08993
809810;G06156
812830;635108
812848;G07057
820789;820789
809293;751023
809769;G06294
820992;691255
127676;127676
812711;691067
179292;179292
244799;GT177
809502;05379
179500;179500
803180;803180
821921;821921
812812;691213
G08452;G08452
179599;179599
244574;244574
821624;821624
G08301;G08301
820665;G08079
298747;G07889
805398;805398
808989;100801
244549;244549
244943;244943
807088;807088
G06959;G06959
800419;800419
803119;803119
226363;226363
244954;244954
812051;G06359
803210;803210
G06788;G06788
244446;05121
G08448;G08448
G06844;691177
821487;7240112
226237;226237
812441;812441
807559;807559
930091;05613
809439;G06445
808897;481458
821942;G08768
820497;G08001
934573;NP393812
244602;244602
127603;127603
805513;805513
808964;808964
809506;05382
244518;05061
808393;808393
808857;G06147
G06840;G06840
179411;179411
850124;G07900
245052;245052
808545;808545
805082;805082
244527;244527
G06879;G06879
10077;T180
G06543;G06543
244849;244849
822033;G08687
214041;214041
226376;GT136
G07936;G07936
930168;05536
821038;821038
G08182;G08182
179572;179572
802193;802193
801520;801520
803081;803081
803805;803805
808307;808307
G07960;G07960
934637;282224
282112;38601
95033;95033
244522;244522
820577;G08080
808318;808318
226361;226361
821815;G08680
812530;812530
822260;7253682
225921;225921
245083;05230
800432;800432
244922;05202
296906;296906
245065;245065
G06525;G06525
804374;804374
809488;G06214
812619;671235
821031;G08240
226296;226296
807557;807557
809156;481358
808892;481451
214497;05040
297098;297098
147835;147835
809792;05244
299394;G08909
821368;7239975
127698;127698
821707;821707
245039;245039
812818;812818
244862;244862
809128;102501
821862;G08646
801512;801512
226358;226358
930230;05941
G06698;G06698
805119;805119
809313;751076
809231;809231
G06589;G06589
G08384;G08384
821959;G08920
G07958;G07958
822462;G09012
822664;G09031
812693;641165
820494;G08189
850234;G08886
821412;821412
809438;G06058
808984;808984
G07614;G07614
G08387;G08387
G06657;G06657
900011;05155
806945;806945
EGG0106;T280
820202;G07809
808811;808811
808780;260316-2
812552;671192
806311;806311
214273;214273
244779;244779
822096;G08699
812859;G07502
806962;806962
801798;801798
244923;05204
804952;804952
806930;806930
935608;G08628
809497;G06043
800646;800646
819407;T153
G07804;G07804
820710;481678
821409;G08609
900443;05561
808850;087392-2
801762;801762
244822;244822
809841;05216
809529;05421
244698;244698
809098;05971
806878;806878
800846;800846
934631;560670
803042;803042
G08891;G08891
930128;05179
808306;808306
244788;GT209
147818;147818
808972;808972
CO-106861;106861
820449;7221498
820405;G07939
934656;540300
809471;G06455
850257;G09116
244636;244636
812886;G07506
808680;808680
244580;05143
822553;G09063
821766;192474
805786;805786
809113;05845
801504;801504
G07024;G07024
809858;05486
G07682;G07682
821821;G08585
G08397;G08397
G06520;G06520
808817;808817
10235;10235
G08291;G08291
147833;147833
806688;806688
809308;751053
820388;7221458
821684;G08505
179112;179112
244641;244641
805242;805242
214269;570450
244471;244471
809916;05744
179502;179502
800412;800412
808786;691910
807401;807401
G07746;G07746
934669;540130
808909;808909
214489;214489
179460;179460
245082;05231
244786;244786
800118;800118
G06642;G06642
801541;801541
G07576;G07576
930236;05954
821542;G08493
809412;G06239
281872;05331
226036;226036
934585;G06906
226191;226191
EGG0137;T276
G06915;G06915
821548;G08536
802604;802604
808766;808766
226034;226034
800070;800070
809555;G06086
808555;7216595
244693;244693
G08294;G08294
809510;05374
930243;05961
807431;807431
808274;808274
800421;800421
820766;G08343
295584;05576
809078;98001
930178;05631
244428;244428
935610;G08630
801563;801563
802527;802527
820602;7225012
801542;801542
930164;05522
822245;G08813
G07621;G07621
890093;G07516
820165;G07806
226068;226068
809470;G06444
821286;671238
245042;245042
299218;G08638
930705;930705
808676;808676
214438;214438
820341;G07845
95051;95051
808548;691140
226084;226084
809116;05850
G06702;G06702
244659;244659
890054;G06964
820884;G08311
812882;G07550
812554;812554
809512;05391
800337;800337
809136;G06251
281738;281738
930156;05343
214347;214347
809050;809050
179162;179162
809707;G06240
822175;G08842
226198;226198
245000;245000
G08091;G08091
934632;560660
809134;G06249
820390;G07855
G07947;G07947
822215;822215
930136;05195
95026;95026
930144;05295
808847;087392-3
G06989;G06989
